"GENNME","Active_Ingredients"
"DM Hydrobrom/guaiFENesin/PSE HCl","Dextromethorphan;Guaifenesin;Pseudoephedrine"
"Vit C/Biotin/Vit B12/Folic Acid/Niacinamide/Vit B5","Ascorbic Acid;Biotin;Cyanocobalamin;Folic Acid;Niacinamide;Pantothenic Acid"
"Glycerin;Lidocaine Hydrochloride","Glycerin;Lidocaine"
"Afatinib Dimaleate","Afatinib"
"Desvenlafaxine","Desvenlafaxine"
"Tbo-Filgrastim","Filgrastim"
"Levomilnacipran Hydrochloride","Levomilnacipran"
"Ferric Carboxymaltose","Ferric Carboxymaltose"
"Biotin;Solution, Multi Ingredient","Biotin"
"Clindamycin Phosphate;Cleanser and Moisturizer","Clindamycin"
"Immune Globulin Bovine","Immune Globulin"
"Dolutegravir Sodium","Dolutegravir"
"Esomeprazole Strontium","Esomeprazole"
"Mechlorethamine Hydrochloride","Mechlorethamine"
"Ca Carbonate/Flavoring Aid/Food Starch, Modified/S","Calcium"
"Vortioxetine Hydrobromide","Vortioxetine"
"Bazedoxifene Acetate/Conjugated Estrogens","Bazedoxifene;Conjugated Estrogens"
"Riociguat","Riociguat"
"Levomilnacipran Hydrochloride;Levomilnacipran Hydr","Levomilnacipran"
"Clindamycin Phosphate;Cleanser","Clindamycin"
"Methotrexate","Methotrexate"
"Macitentan","Macitentan"
"Diclofenac","Diclofenac"
"Doxylamine Succinate/Phenylephrine Hydrochloride","Doxylamine;Phenylephrine"
"Ibrutinib","Ibrutinib"
"Hydrocortisone Acetate/Iodoquinol","Hydrocortisone;Iodoquinol"
"Meningococcal Vaccine, Group B","Meningococcal Vaccine Group B"
"Luliconazole","Luliconazole"
"Sulfacetamide Na/Sulfur;Sunscreen","Sulfacetamide;Sulfur"
"Simeprevir","Simeprevir"
"Polidocanol","Polidocanol"
"Vit C/Biotin/Vit B12/Docosahexaenoic Acid/Folic Ac","Ascorbic Acid;Biotin;Cobalamin;Docosahexaenoic Acid;Folic Acid"
"Sofosbuvir","Sofosbuvir"
"Sucroferric Oxyhydroxide","Ferric Oxyhydroxide"
"Azelaic Acid/Cu/Curcumin/Folic Acid/Niacinamide/Vi","Azelaic Acid;Copper;Curcumin;Folic Acid;Niacinamide"
"Urea;Cleanser and Moisturizer","Urea"
"Triamcinolone Acetonide;Cream, Multi Ingredient","Triamcinolone Acetonide"
"Leuprolide Acetate;Norethindrone Acetate","Leuprolide;Norethindrone"
"Vit C/Biotin/Cu Oxide/Vit B12/DSS/Folic Acid/Fe","Ascorbic Acid;Biotin;Copper;Cobalamin;Folic Acid;Iron"
"Benzalkonium Chloride;Furosemide","Benzalkonium Chloride;Furosemide"
"Umeclidinium Bromide/Vilanterol Trifenatate","Umeclidinium;Vilanterol"
"Dapagliflozin Propanediol","Dapagliflozin"
"Glatiramer Acetate","Glatiramer"
"Cyclobenzaprine HCl;Cream, Multi Ingredient","Cyclobenzaprine"
"Amitriptyline HCl;Cream, Multi Ingredient","Amitriptyline"
"Droxidopa","Droxidopa"
"Lidocaine Hydrochloride;Cream, Multi Ingredient","Lidocaine"
"Baclofen;Cream, Multi Ingredient","Baclofen"
"Naproxen;Cream, Multi Ingredient","Naproxen"
"Vit B12/Folic Acid/Iodine/Fe/L-Methylfolate/Vit B6","Cobalamin;Folic Acid;Iodine;Iron;Folate;Pyridoxine"
"Ca Phos, Tribasic/Cholecalciferol/Dicalcium Malate","Calcium Phosphate;Cholecalciferol;Dicalcium Malate"
"Ethinyl Estradiol/Levonorgestrel;Folic Acid;Placeb","Ethinyl Estradiol;Levonorgestrel;Folic Acid"
"Testosterone Undecanoate","Testosterone"
"Vit C/Cu/Folic Acid/Mg/Niacinamide/Vit B6/Thioctic","Ascorbic Acid;Copper;Folic Acid;Magnesium;Niacinamide;Pyridoxine;Thioctic Acid"
"Vancomycin HCl;Solution, Multi Ingredient","Vancomycin"
"Apremilast","Apremilast"
"Apremilast;Apremilast;Apremilast","Apremilast"
"Kentucky Blue Grass Pollen Allergen Extract/Orchar","Kentucky Blue Grass Pollen Allergen Extract"
"Timothy Grass Pollen Allergen Extract","Timothy Grass Pollen Allergen Extract"
"Albiglutide","Albiglutide"
"Short Ragweed Pollen Allergen Extract","Short Ragweed Pollen Allergen Extract"
"Ketoprofen;Cream, Multi Ingredient","Ketoprofen"
"Ceritinib","Ceritinib"
"Tramadol Hydrochloride;Cream, Multi Ingredient","Tramadol"
"Umeclidinium","Umeclidinium"
"Folic Acid/Methylcobalamin/Turmeric Root Extract","Folic Acid;Methylvitamin B12;Turmeric Root Extract"
"Canagliflozin/Metformin Hydrochloride","Canagliflozin;Metformin"
"Vedolizumab","Vedolizumab"
"Efinaconazole","Efinaconazole"
"Buprenorphine/Naloxone","Buprenorphine;Naloxone"
"Cyclobenzaprine HCl;Dexamethasone;Flurbiprofen;Gab","Cyclobenzaprine;Dexamethasone;Flurbiprofen;Gabapentin"
"Tedizolid Phosphate","Tedizolid"
"Methoxsalen","Methoxsalen"
"Empagliflozin","Empagliflozin"
"Insulin Human Inhaled","Insulin Human"
"Tavaborole","Tavaborole"
"Gabapentin;Lidocaine/Menthol","Gabapentin;Lidocaine;Menthol"
"Idelalisib","Idelalisib"
"Forskohlii/HC Ace/Lido HCl","Forskohlii;Hydrocortisone;Lidocaine"
"Olodaterol","Olodaterol"
"Suvorexant","Suvorexant"
"Peginterferon Beta-1a","Interferon Beta-1a"
"Ca Ascorbate/Calcium Threonate/Cholecalciferol/Vit","Ascorbic Acid;Calcium Threonate;Cholecalciferol"
"Abacavir/Dolutegravir/Lamivudine","Abacavir;Dolutegravir;Lamivudine"
"Vit C/Biotin/Blueberry Powder Extract/Cholecalcife","Ascorbic Acid;Biotin;Blueberry Powder Extract;Cholecalciferol"
"Ferric Citrate","Ferric Citrate"
"Bupropion Hydrochloride/Naltrexone Hydrochloride","Bupropion;Naltrexone"
"Naloxegol","Naloxegol"
"Dulaglutide","Dulaglutide"
"Poloxamer/Xylitol","Poloxamer;Xylitol"
"Ca Carbonate/Vit B12/Folic Acid/Ginger Ext/Lingonb","Calcium;Vitamin B12;Folic Acid;Ginger;Lingonb"
"Peginterferon Beta-1a;Peginterferon Beta-1a","Peginterferon Beta-1a"
"Ledipasvir/Sofosbuvir","Ledipasvir;Sofosbuvir"
"Netupitant/Palonosetron","Netupitant;Palonosetron"
"Rivaroxaban;Rivaroxaban","Rivaroxaban"
"Nintedanib","Nintedanib"
"Pirfenidone","Pirfenidone"
"Codeine Phos/Dexchlorpheniramine Mal/Phenyleph HCl","Codeine;Dexchlorpheniramine;Phenylephrine"
"Camphor;Gabapentin;Menthol;traMADol hydrochloride;","Camphor;Gabapentin;Menthol;Tramadol"
"Vit C/Vit B12/DSS/Folic Acid/Fe/Succinic Acid/Zinc","Vitamin C;Vitamin B12;Folic Acid;Docusate;Iron;Succinic Acid;Zinc"
"Gabapentin;Ketoprofen;Lido HCl;Cream Base","Gabapentin;Ketoprofen;Lidocaine"
"Cyclobenzaprine HCl;Flurbiprofen;Cream Base","Cyclobenzaprine;Flurbiprofen"
"Dapagliflozin Propanediol/Metformin Hydrochloride","Dapagliflozin;Metformin"
"Vit C/Biotin/Blueberry Powder Extract/Ca/Cholecalc","Vitamin C;Biotin;Blueberry;Calcium;Cholecalciferol"
"Nadide","Nadide"
"Cr/Cu/Folic Acid/Niacinamide/Se/Zinc","Chromium;Copper;Folic Acid;Niacinamide;Selenium;Zinc"
"5-Methyltetrahydrofolate Calcium","5-Methyltetrahydrofolate"
"Insulin Degludec/Liraglutide","Insulin Degludec;Liraglutide"
"Human Papillomavirus 9-valent Vaccine, Recombinant","Human Papillomavirus Vaccine"
"Acetaminophen/Caffeine/Dihydrocodeine Bitartrate","Acetaminophen;Caffeine;Dihydrocodeine"
"Cobicistat/Darunavir","Cobicistat;Darunavir"
"Olaparib","Olaparib"
"Dasabuvir;Ombitasvir/Paritaprevir/Ritonavir","Dasabuvir;Ombitasvir;Paritaprevir;Ritonavir"
"Insulin Human Inhaled;Insulin Human Inhaled","Insulin Human"
"Edoxaban","Edoxaban"
"Secukinumab","Secukinumab"
"Ciclopirox;Solution, Multi Ingredient","Ciclopirox"
"Amlodipine/Perindopril Arginine","Amlodipine;Perindopril"
"Atazanavir/Cobicistat","Atazanavir;Cobicistat"
"Empagliflozin/Linagliptin","Empagliflozin;Linagliptin"
"Palbociclib","Palbociclib"
"Amphetamine Sulfate","Amphetamine"
"Lidocaine Hydrochloride/Menthol","Lidocaine;Menthol"
"Lenvatinib","Lenvatinib"
"Lenvatinib;Lenvatinib","Lenvatinib"
"Vit C/Ascorbyl Palmitate/Bioflavonoid/Biotin/Ca As","Vitamin C;Ascorbyl Palmitate;Bioflavonoid;Biotin;Calcium"
"Isavuconazonium Sulfate","Isavuconazole"
"Vit C/Ascorbyl Palmitate/Bioflavonoid/Ca Ascorbate","Vitamin C;Ascorbyl Palmitate;Bioflavonoid;Calcium"
"Lidocaine/Menthol/Methyl Salicylate","Lidocaine;Menthol;Methyl Salicylate"
"Capsaicin/Lidocaine/Menthol","Capsaicin;Lidocaine;Menthol"
"Filgrastim-sndz","Filgrastim"
"Ivabradine","Ivabradine"
"Olodaterol/Tiotropium Bromide","Olodaterol;Tiotropium"
"Castor Oil/Peru Balsam","Castor Oil;Peru Balsam"
"Eluxadoline","Eluxadoline"
"Lactic Acid","Lactic Acid"
"Vit C/Cholecalciferol/Vit B12/Docosahexaenoic Acid","Vitamin C;Cholecalciferol;Vitamin B12;Docosahexaenoic Acid"
"Capsaicin;Diclofenac Na;raNITIdine hydrochloride","Capsaicin;Diclofenac;Ranitidine"
"Dimethicone;Triamcinolone Acetonide","Dimethicone;Triamcinolone"
"Ivacaftor/Lumacaftor","Ivacaftor;Lumacaftor"
"Sacubitril/Valsartan","Sacubitrilat;Valsartan"
"Brexpiprazole","Brexpiprazole"
"Ethanol/Phenobarbital","Ethanol;Phenobarbital"
"p-Phenolsulfonic Acid/Sulfuric Acid","Phenolsulfonic Acid;Sulfuric Acid"
"Alirocumab","Alirocumab"
"Capsaicin;Diclofenac Sodium","Capsaicin;Diclofenac"
"Docosahexaenoic Acid/Docosapentaenoic Acid/Eicosap","Docosahexaenoic Acid;Docosapentaenoic Acid;Eicosapentaenoic Acid"
"Evolocumab","Evolocumab"
"Flibanserin","Flibanserin"
"Lidocaine;Prilocaine;Cream Base","Lidocaine;Prilocaine"
"Deflazacort","Deflazacort"
"Empagliflozin/Metformin Hydrochloride","Empagliflozin;Metformin"
"Rolapitant","Rolapitant"
"Cariprazine","Cariprazine"
"Tipiracil/Trifluridine","Tipiracil;Trifluridine"
"Cholecalciferol/Folic Acid","Cholecalciferol;Folic Acid"
"Vilazodone Hydrochloride;Vilazodone Hydrochloride","Vilazodone"
"Polyureaurethane","Polyureaurethane"
"Aripiprazole Lauroxil","Aripiprazole"
"K Phos, Monobasic/Na Phos, Dibasic/Na Phos, Monoba","Potassium Phosphate;Phosphate"
"Colloidal Sulfur/Sulfacetamide Sodium","Sulfur;Sulfacetamide"
"Patiromer","Patiromer"
"Glycopyrrolate/Indacaterol","Glycopyrrolate;Indacaterol"
"Mepolizumab","Mepolizumab"
"Cobicistat/Elvitegravir/Emtricitabine/Tenofovir Al","Cobicistat;Elvitegravir;Emtricitabine;Tenofovir"
"Cobimetinib","Cobimetinib"
"Vit C/Fe/Levomefolate Ca/Methylcobalamin","Vitamin C;Iron;Levomefolate;Methylvitamin B12"
"Osimertinib","Osimertinib"
"Ixazomib","Ixazomib"
"Influenza Virus Vaccine, Adjuvanted","Influenza Virus Vaccine"
"Alectinib","Alectinib"
"Selexipag","Selexipag"
"Lesinurad","Lesinurad"
"Dofetilide","Dofetilide"
"Bicarbonates/Calcium/Chloride/Phosphate/Sodium","Bicarbonate;Calcium;Chloride;Phosphate;Sodium"
"Elbasvir/Grazoprevir","Elbasvir;Grazoprevir"
"Brivaracetam","Brivaracetam"
"Cariprazine;Cariprazine","Cariprazine"
"Emtricitabine/Rilpivirine/Tenofovir Alafenamide","Emtricitabine;Rilpivirine;Tenofovir"
"Chlophedianol HCl/Dexbrompheniramine Maleate","Chlophedianol;Dexbrompheniramine"
"Folic Acid/Lactobacillus casei","Folic Acid;Lactobacillus Casei"
"Vit C/Biotin/Vit B12/Folic Acid/Fe/Lactobacillus c","Vitamin C;Biotin;Vitamin B12;Folic Acid;Iron;Lactobacillus"
"Ixekizumab","Ixekizumab"
"Ferric Maltol","Ferric Maltol"
"Amphetamine","Amphetamine"
"Emtricitabine/Tenofovir Alafenamide","Emtricitabine;Tenofovir"
"Venetoclax","Venetoclax"
"Venetoclax;Venetoclax;Venetoclax","Venetoclax"
"Cholecalciferol/Vitamin E","Cholecalciferol;Vitamin E"
"Vit B12/Folic Acid/Heme Iron Polypeptide/Fe Polysa","Vitamin B12;Folic Acid;Heme Iron;Iron"
"Cabozantinib Malate","Cabozantinib"
"Formoterol Fumarate/Glycopyrrolate","Formoterol;Glycopyrrolate"
"Oxycodone","Oxycodone"
"Pimavanserin","Pimavanserin"
"Ciprofloxacin Hydrochloride/Fluocinolone Acetonide","Ciprofloxacin;Fluocinolone"
"Vit C/Choline/Vit B12/Docosahexaenoic Acid/Eicosap","Vitamin C;Choline;Vitamin B12;Docosahexaenoic Acid;Eicosapentaenoic Acid"
"Haemophilus B Conjugate Vaccine/Tetanus Toxoid","Haemophilus B Conjugate Vaccine;Tetanus Toxoid"
"Sofosbuvir/Velpatasvir","Sofosbuvir;Velpatasvir"
"Lifitegrast","Lifitegrast"
"Docusate Sodium/Sennosides","Docusate;Sennosides"
"5-Methyltetrahydrofolic Acid/Vit B12/Glucosamine H","5-Methyltetrahydrofolate;Vitamin B12;Glucosamine"
"Fluocinolone Acetonide;Cleanser","Fluocinolone"
"Baclofen;Suspension, Multi Ingredient","Baclofen"
"Aspirin/Omeprazole","Acetylsalicylic Acid;Omeprazole"
"Eteplirsen","Eteplirsen"
"Vit C/Ca Pantothenate/Cu/Vit B12/Folic Acid/Fe/Mg/","Vitamin C;Calcium Pantothenate;Copper;Vitamin B12;Folic Acid;Iron;Magnesium"
"Donepezil Hydrochloride/Memantine Hydrochloride","Donepezil;Memantine"
"Dexbrompheniramine Maleate/DM Hydrobrom/Phenyleph","Dexbrompheniramine;Dextromethorphan;Phenylephrine"
"Benzoyl Peroxide;Erythromycin","Benzoyl Peroxide;Erythromycin"
"Levothyroxine Sodium/Liothyronine Sodium","Levothyroxine;Liothyronine"
"Tenofovir Alafenamide","Tenofovir"
"Prasterone","Prasterone"
"Insulin Glargine, Recombinant/Lixisenatide","Insulin;Lixisenatide"
"Crisaborole","Crisaborole"
"Rucaparib","Rucaparib"
"Nusinersen","Nusinersen"
"Insulin Human Inhaled;Insulin Human Inhaled;Insuli","Insulin Human"
"Multivitamin, Iron, and Fluoride","Multivitamins;Iron;Fluoride"
"Plecanatide","Plecanatide"
"Calcium Carbonate/Cyanocobalamin","Calcium;Vitamin B12"
"Dapagliflozin/sAXagliptin","Dapagliflozin;Saxagliptin"
"Dermatophagoides Farinae Ext/Dermatophagoides Pter","Dermatophagoides Farinae Extract;Dermatophagoides Pteronyssinus Extract"
"Telotristat Ethyl","Telotristat"
"Chlophedianol Hydrochloride/Pyrilamine Maleate","Chlophedianol;Pyrilamine"
"Ribociclib","Ribociclib"
"Safinamide","Safinamide"
"Naldemedine","Naldemedine"
"Niraparib","Niraparib"
"Dupilumab","Dupilumab"
"Vit C/Cholecalciferol/Coenzyme Q10/Vit B12/Disodiu","Vitamin C;Cholecalciferol;Coenzyme Q10;Vitamin B12;Phosphoric Acid"
"Ocrelizumab","Ocrelizumab"
"Deutetrabenazine","Deutetrabenazine"
"Sarilumab","Sarilumab"
"Valbenazine","Valbenazine"
"Baricitinib","Baricitinib"
"Hypochlorous Acid","Hypochlorous Acid"
"Abaloparatide","Abaloparatide"
"Midostaurin","Midostaurin"
"Edaravone","Edaravone"
"Letrozole;Ribociclib","Letrozole;Ribociclib"
"Delafloxacin","Delafloxacin"
"C1 Esterase Inhibitor, Human","C1 Esterase Inhibitor"
"Vit B12/L-Methylfolate/Vit B6/Vit B2","Vitamin B12;Folate;Vitamin B6;Vitamin B2"
"Guselkumab","Guselkumab"
"Neratinib","Neratinib"
"Pitavastatin","Pitavastatin"
"Sofosbuvir/Velpatasvir/Voxilaprevir","Sofosbuvir;Velpatasvir;Voxilaprevir"
"Enasidenib","Enasidenib"
"Glecaprevir/Pibrentasvir","Glecaprevir;Pibrentasvir"
"Cholecalciferol/Dextrose","Cholecalciferol;Dextrose"
"Emulsion, Multi Ingredient","Emulsion"
"Secnidazole","Secnidazole"
"Fluticasone Furoate/Umeclidinium/Vilanterol","Fluticasone;Umeclidinium;Vilanterol"
"Cobicistat/Darunavir/Emtricitabine/Tenofovir Alafe","Cobicistat;Darunavir;Emtricitabine;Tenofovir"
"Abemaciclib","Abemaciclib"
"Latanoprostene Bunod","Latanoprost"
"Letermovir","Letermovir"
"Benralizumab","Benralizumab"
"Hepatitis B Vaccine Recombinant, Adjuvanted","Hepatitis B Vaccine Recombinant"
"Zoster Vaccine Recombinant, Adjuvanted","Zoster Vaccine Recombinant"
"Dolutegravir/Rilpivirine","Dolutegravir;Rilpivirine"
"Ozenoxacin","Ozenoxacin"
"Dexchlorpheniramine Mal/DM Hydrobrom/Phenyleph HCl","Dexchlorpheniramine;Dextromethorphan;Phenylephrine"
"Beta Sitosterol/Vit B12/Docosahexaenoic Acid/Eicos","Beta Sitosterol;Vitamin B12;Docosahexaenoic Acid;Eicosapentaenoic Acid"
"Semaglutide","Semaglutide"
"Nutriceutical;Prenatal Vitamins","Nutriceutical;Prenatal Vitamins"
"Netarsudil","Netarsudil"
"Vit C/Cholecalciferol/Coenzyme Q10/Disodium Nicoti","Vitamin C;Cholecalciferol;Coenzyme Q10;Nicotinic Acid"
"Ertugliflozin/metFORMIN hydrochloride","Ertugliflozin;Metformin"
"Ertugliflozin","Ertugliflozin"
"Bictegravir/Emtricitabine/Tenofovir Alafenamide","Bictegravir;Emtricitabine;Tenofovir"
"Zoster Vaccine, Live","Zoster Vaccine Live"
"Varicella Virus Vaccine, Live","Varicella Virus Vaccine Live"
"Apalutamide","Apalutamide"
"Vit C/Biotin/Cholecalciferol/Vit B12/Folic Acid/Vi","Vitamin C;Biotin;Cholecalciferol;Vitamin B12;Folic Acid"
"Codeine Phos/Phenyleph HCl/Triprolidine HCl","Codeine;Phenylephrine;Triprolidine"
"Omega-3 Fatty Acids","Omega-3 Fatty Acids"
"Cu/Folic Acid/Vitamin B3/Pyridoxine HCl/Zinc","Copper;Folic Acid;Vitamin B3;Pyridoxine;Zinc"
"APAP/Chlorpheniramine Mal/Phenyleph HCl","Acetaminophen;Chlorpheniramine;Phenylephrine"
"Fostamatinib","Fostamatinib"
"Adalimumab;Adalimumab","Adalimumab"
"Tolvaptan;Tolvaptan","Tolvaptan"
"Epoetin Alfa-epbx","Epoetin Alfa"
"Erenumab-aooe","Erenumab"
"Sodium Zirconium Cyclosilicate","Zirconium Cyclosilicate"
"Avatrombopag","Avatrombopag"
"Abiraterone Acetate, Micronized","Abiraterone"
"Vit C/Biotin/Folic Acid/Methylcobalamin/Vitamin B3","Vitamin C;Biotin;Folic Acid;Methylvitamin B12;Vitamin B3"
"Pegfilgrastim-jmdb","Pegfilgrastim"
"Cannabidiol","Cannabidiol"
"Glycopyrronium Tosylate","Glycopyrronium"
"IncobotulinumtoxinA","Incobotulinumtoxina"
"Filgrastim-aafi","Filgrastim"
"Elagolix","Elagolix"
"Polyethylene Glycol 3350/K Cl/Na Cl;Polyethylene G","Polyethylene Glycol;Potassium Chloride;Sodium"
"Ethinyl Estradiol/Segesterone Acetate","Ethinyl Estradiol;Segesterone"
"Lanadelumab-flyo","Lanadelumab"
"Cenegermin-bkbj","Cenegermin"
"Doravirine","Doravirine"
"Fremanezumab-vfrm","Fremanezumab"
"Galcanezumab-gnlm","Galcanezumab"
"Amikacin Liposome","Amikacin"
"Sarecycline","Sarecycline"
"Omadacycline","Omadacycline"
"Ethinyl Estradiol/Levonorgestrel;Ferrous Bisglycin","Ethinyl Estradiol;Levonorgestrel;Ferrous"
"Immune Globulin-ifas","Immune Globulin"
"Baloxavir Marboxil","Baloxavir"
"Estradiol/Progesterone","Estradiol;Progesterone"
"Adalimumab-adaz","Adalimumab"
"Revefenacin","Revefenacin"
"Larotrectinib","Larotrectinib"
"Prucalopride","Prucalopride"
"Ravulizumab-cwvz","Ravulizumab"
"Esketamine","Esketamine"
"Latanoprost/Netarsudil","Latanoprost;Netarsudil"
"Solriamfetol","Solriamfetol"
"Siponimod","Siponimod"
"Belladonna Extract/Opium","Belladonna Extract;Opium"
"Cladribine","Cladribine"
"Dolutegravir/lamiVUDine","Dolutegravir;Lamivudine"
"Romosozumab-aqqg","Romosozumab"
"Risankizumab-rzaa","Risankizumab"
"Halobetasol Propionate/Tazarotene","Halobetasol;Tazarotene"
"Tafamidis","Tafamidis"
"Midazolam","Midazolam"
"Bifidobacterium lactis/Lactobacillus Acidophilus","Bifidobacterium Lactis;Lactobacillus Acidophilus"
"Alpelisib","Alpelisib"
"Vit C/Ca/Cholecalciferol/Folic Acid/Iodine/Fe/Meth","Vitamin C;Calcium;Cholecalciferol;Folic Acid;Iodine;Iron;Methionine"
"Drospirenone;Placebo","Drospirenone"
"amLODIPine","Amlodipine"
"Glucagon","Glucagon"
"Darolutamide","Darolutamide"
"Pitolisant","Pitolisant"
"Fedratinib","Fedratinib"
"Upadacitinib","Upadacitinib"
"Lefamulin","Lefamulin"
"Tenapanor","Tenapanor"
"Trifarotene","Trifarotene"
"Lasmiditan","Lasmiditan"
"Elexacaftor/Ivacaftor/Tezacaftor;Ivacaftor","Elexacaftor;Ivacaftor;Tezacaftor;Ivacaftor"
"Amoxicillin/Omeprazole Magnesium/Rifabutin","Amoxicillin;Omeprazole;Rifabutin"
"Zanubrutinib","Zanubrutinib"
"Pegfilgrastim-bmez","Pegfilgrastim"
"Cenobamate","Cenobamate"
"Lemborexant","Lemborexant"
"Ubrogepant","Ubrogepant"
"Lumateperone","Lumateperone"
"Empagliflozin/Linagliptin/metFORMIN hydrochloride","Empagliflozin;Linagliptin;Metformin"
"Ethinyl Estradiol/Norgestimate","Ethinyl Estradiol;Norgestimate"
"Bempedoic Acid","Bempedoic Acid"
"Eptinezumab-jjmr","Eptinezumab"
"Bempedoic Acid/Ezetimibe","Bempedoic Acid;Ezetimibe"
"Rimegepant","Rimegepant"
"Cenobamate;Cenobamate","Cenobamate"
"Ozanimod","Ozanimod"
"Pemigatinib","Pemigatinib"
"Meningococcal Vac, Tetanus Conjugate, Quadrivalent","Meningococcal Vaccine;Tetanus Toxoid"
"Citric Acid/Lactic Acid/Potassium Bitartrate","Citric Acid;Lactic Acid;Potassium"
"Elagolix;Elagolix/Estradiol/Norethindrone Acetate","Elagolix;Estradiol;Norethindrone"
"Vit C/Vit B12/Folic Acid/Fe/Vitamin B3/Vit B5/Vit","Vitamin C;Vitamin B12;Folic Acid;Iron;Vitamin B3;Vitamin B5"
"Insulin Lispro-aabc, Recombinant","Insulin Lispro"
"Fostemsavir","Fostemsavir"
"Ca Oxybate/Mg Oxybate/K Oxybate/Na Oxybate","Calcium;Magnesium Oxybate;Potassium Oxybate;Oxybate"
"Budesonide/Formoterol Fumarate/Glycopyrrolate","Budesonide;Formoterol;Glycopyrrolate"
"Darunavir","Darunavir"
"Risdiplam","Risdiplam"
"Soy Protein","Soy Protein"
"Benzocaine/Menthol","Benzocaine;Menthol"
"Ofatumumab","Ofatumumab"
"Clascoterone","Clascoterone"
"Vit C/Biotin/Boron/Ca/Chloride/Cholecalciferol/Cr/","Ascorbic Acid;Biotin;Boron;Calcium;Chloride;Cholecalciferol;Chromium"
"Mg Sulf/K Cl/Na Sulf","Magnesium;Potassium;Sodium"
"Berotralstat","Berotralstat"
"Tirbanibulin","Tirbanibulin"
"SARS-COV-2 (COVID-19) Vaccine, mRNA (Pfizer)","Sars-Cov-2 Spike Protein Mrna (Pfizer)"
"SARS-COV-2 (COVID-19) Vaccine, mRNA (Moderna)","Sars-Cov-2 Spike Protein Mrna (Moderna)"
"Relugolix","Relugolix"
"Vibegron","Vibegron"
"Vit C/Ca/Cholecalciferol/Cr/Vit B12/Folic Acid/Mg/","Ascorbic Acid;Calcium;Cholecalciferol;Chromium;Cyanocobalamin;Folic Acid;Magnesium"
"Vericiguat","Vericiguat"
"Cabotegravir","Cabotegravir"
"Fat Emulsion/Soybean Oil","Fat Emulsion;Soybean Oil"
"COVID-19 Vaccine, Adenovirus 26 Vector (Janssen)","Sars-Cov-2 Spike Protein Adenovirus 26 Vector"
"Dexmethylphenidate/Serdexmethylphenidate","Dexmethylphenidate;D-Methylphenidate"
"Tivozanib","Tivozanib"
"Dextromethorphan Hydrobromide/Pyrilamine Maleate","Dextromethorphan;Pyrilamine"
"Viloxazine","Viloxazine"
"Selinexor","Selinexor"
"Drospirenone/Estetrol","Drospirenone;Estetrol"
"Estradiol/Norethindrone Acetate/Relugolix","Estradiol;Norethindrone;Relugolix"
"OLANZapine/Samidorphan","Olanzapine;Samidorphan"
"Ibrexafungerp","Ibrexafungerp"
"Pneumococcal 20-Valent Vaccine, Diphtheria Conjuga","Pneumococcal 20-Valent Conjugate Vaccine;Diphtheria Toxoid Conjugate"
"Novavax COVID-19 Vaccine, Adjuvanted","Sars-Cov-2 Recombinant Spike Protein Nanoparticle;Adjuvant"
"Finerenone","Finerenone"
"Pneumococcal 15-Valent Vaccine, Diphtheria Conjuga","Pneumococcal 15-Valent Conjugate Vaccine;Diphtheria Toxoid Conjugate"
"Insulin Glargine-yfgn, Recombinant","Insulin"
"Ruxolitinib","Ruxolitinib"
"Atogepant","Atogepant"
"Avacopan","Avacopan"
"Celecoxib/traMADol hydrochloride","Celecoxib;Tramadol"
"Lactobacillus Sporogenes","Lactobacillus Sporogenes"
"Molnupiravir","Molnupiravir"
"Tezepelumab-ekko","Tezepelumab"
"Nirmatrelvir;Ritonavir","Nirmatrelvir;Ritonavir"
"Inclisiran","Inclisiran"
"Insulin Glargine-aglr, Recombinant","Insulin"
"Tralokinumab-ldrm","Tralokinumab"
"Daridorexant","Daridorexant"
"Mometasone Furoate/Olopatadine Hydrochloride","Mometasone;Olopatadine"
"Abrocitinib","Abrocitinib"
"Chlorpheniramine Mal/Codeine Phos/Phenyleph HCl","Chlorpheniramine;Codeine;Phenylephrine"
"Tapinarof","Tapinarof"
"Mavacamten","Mavacamten"
"Tirzepatide","Tirzepatide"
"Acalabrutinib","Acalabrutinib"
"COVID-19 Vaccine, mRNA Bivalent (Pfizer)","Sars-Cov-2 Spike Protein Mrna (Pfizer, Bivalent)"
"COVID-19 Vaccine, mRNA Bivalent (Moderna)","Sars-Cov-2 Spike Protein Mrna (Moderna, Bivalent)"
"buPROPion hydrochloride/DM Hydrobrom","Bupropion;Dextromethorphan"
"Sodium Phenylbutyrate/Taurursodiol","Phenylbutyrate;Taurursodiol"
"Fecal Microbiota, Live-jslm","Live Fecal Microbiota"
"Albuterol/Budesonide","Albuterol;Budesonide"
"Adalimumab-atto","Adalimumab"
"Omaveloxolone","Omaveloxolone"
"Zavegepant","Zavegepant"
"Aflibercept","Aflibercept"
"Respiratory Syncytial Virus Vaccine, Adjuvanted","Respiratory Syncytial Virus Antigen;Adjuvant"
"Fezolinetant","Fezolinetant"
"Perfluorohexyloctane","Perfluorohexyloctane"
"Sotagliflozin","Sotagliflozin"
"Respiratory Syncytial Virus Vaccine","Respiratory Syncytial Virus Antigen"
"Mg Sulf/Polyethylene Glycol 3350/K Cl/Na Cl/Na Sul","Magnesium;Polyethylene Glycol 3350;Potassium;Sodium;Sodium"
