"GENNME","Active_Ingredients"
"Amlodipine Besylate/Olmesartan Medoxomil","Amlodipine;Olmesartan"
"Vit C/Biotin/Cholecalciferol/Vit B12/Folic Acid/Ni","Ascorbic Acid;Biotin;Cholecalciferol;Cyanocobalamin;Folic Acid;Niacin"
"Citric Acid/Potassium Bicarbonate","Citric Acid;Potassium Bicarbonate"
"Raltegravir Potassium","Raltegravir"
"Foam, Multi Ingredient","Multiple Active Ingredients"
"Sevelamer Carbonate","Sevelamer"
"Aconitum napellus/Belladonna/Chamomile/Colchicinum","Aconitum Napellus;Belladonna;Chamomile;Colchicum"
"Nilotinib Hydrochloride","Nilotinib"
"Brimonidine Tartrate/Timolol Maleate","Brimonidine;Timolol"
"Diclofenac Epolamine","Diclofenac"
"Sapropterin Dihydrochloride","Sapropterin"
"Nebivolol Hydrochloride","Nebivolol"
"Pramlintide Acetate","Pramlintide"
"Vit C/Biotin/Cholecalciferol/Cr/Coenzyme Q10/Cu/Vi","Ascorbic Acid;Biotin;Cholecalciferol;Chromium;Coenzyme Q10;Copper;Multiple Vitamins"
"Powder, Multi Ingredient","Multiple Active Ingredients"
"Salicylic Acid;Cleanser","Salicylic Acid"
"Medical Food","Medical Food"
"Aliskiren/Hydrochlorothiazide","Aliskiren;Hydrochlorothiazide"
"Aloe/Hydrocortisone Acetate/Iodoquinol","Aloe;Hydrocortisone;Iodoquinol"
"Niacin/Simvastatin","Niacin;Simvastatin"
"Desvenlafaxine Succinate","Desvenlafaxine"
"Rilonacept","Rilonacept"
"Naproxen Sodium/Sumatriptan Succinate","Naproxen;Sumatriptan"
"DM Hydrobrom/guaiFENesin/Phenyleph HCl","Dextromethorphan;Guaifenesin;Phenylephrine"
"Certolizumab Pegol","Certolizumab"
"Methylnaltrexone Bromide","Naltrexone"
"Vit C/Vit B12/DSS/Folic Acid/Fe","Ascorbic Acid;Cyanocobalamin;Docusate;Folic Acid;Iron"
"Fluticasone Propionate, Micronized","Fluticasone"
"Bifidobacterium breve/Bifidobacterium infantis/Bif","Bifidobacterium Breve;Bifidobacterium Infantis;Bifidobacterium (Unspecified Strain)"
"Metformin Hydrochloride/Repaglinide","Metformin;Repaglinide"
"Difluprednate","Difluprednate"
"Diphtheria Toxoid, Adsorbed/Pertussis Vac, Acellul","Diphtheria Toxoid;Acellular Pertussis Vaccine"
"Insulin Glulisine","Insulin Glulisine"
"Vit C/Biotin/Vit B12/Folic Acid/Vitamin B3/Vit B5/","Ascorbic Acid;Biotin;Cyanocobalamin;Folic Acid;Niacin;Pantothenic Acid"
"Romiplostim","Romiplostim"
"Vit B12/Docosahexaenoic Acid/Eicosapentaenoic Acid","Cyanocobalamin;Docosahexaenoic Acid;Eicosapentaenoic Acid"
"Vit C/Biotin/Cu/Vit B12/DSS/Folic Acid/Fe/Vit E","Ascorbic Acid;Biotin;Copper;Cyanocobalamin;Docusate;Folic Acid;Iron;Vitamin E"
"Granisetron","Granisetron"
"Codeine Phosphate/Pyrilamine Maleate","Codeine;Pyrilamine"
"Azacitidine","Azacitidine"
"Opium","Morphine;Codeine;Thebaine;Papaverine;Noscapine"
"Lacosamide","Lacosamide"
"Fesoterodine Fumarate","Fesoterodine"
"Silodosin","Silodosin"
"Eltrombopag Olamine","Eltrombopag"
"Lanreotide Acetate","Lanreotide"
"Fenofibric Acid","Fenofibric Acid"
"Degarelix Acetate","Degarelix"
"Adapalene/Benzoyl Peroxide","Adapalene;Benzoyl Peroxide"
"Dexlansoprazole","Dexlansoprazole"
"Omeprazole Magnesium","Omeprazole"
"Milnacipran Hydrochloride","Milnacipran"
"Febuxostat","Febuxostat"
"Potassium Nitrate/Sodium Fluoride","Potassium Nitrate;Fluoride"
"Everolimus","Everolimus"
"Vit C/Biotin/Ca/Cholecalciferol/Cu/Vit B12/Folic A","Ascorbic Acid;Biotin;Calcium;Cholecalciferol;Copper;Cyanocobalamin;Folic Acid"
"Alpha Carotene/Vit C/Beta Carotene/Biotin/Cholecal","Alpha Carotene;Ascorbic Acid;Beta Carotene;Biotin;Cholecalciferol"
"Milnacipran Hydrochloride;Milnacipran Hydrochlorid","Milnacipran"
"Golimumab","Golimumab"
"Amylase/Lipase/Protease","Amylase;Lipase;Protease"
"Amlodipine Besylate/Hydrochlorothiazide/Valsartan","Amlodipine;Hydrochlorothiazide;Valsartan"
"Tolvaptan","Tolvaptan"
"Besifloxacin Hydrochloride","Besifloxacin"
"Tapentadol Hydrochloride","Tapentadol"
"Dronedarone Hydrochloride","Dronedarone"
"Succinic Acid;Vit C/Ca Ascorbate/Calcium Threonate","Succinic Acid;Calcium"
"Prasugrel Hydrochloride","Prasugrel"
"Sorafenib Tosylate","Sorafenib"
"Saxagliptin Hydrochloride","Saxagliptin"
"Pitavastatin Calcium","Pitavastatin"
"Morphine Sulfate/Naltrexone Hydrochloride","Morphine;Naltrexone"
"Asenapine","Asenapine"
"Paliperidone Palmitate","Paliperidone"
"diphenhydrAMINE hydrochloride;Lido HCl;Nystatin;Mo","Diphenhydramine;Lidocaine;Nystatin;Mometasone"
"HC Ace/Pramoxine HCl;Pramoxine HCl","Hydrocortisone;Pramoxine"
"Lithium Citrate","Lithium"
"Bepotastine Besilate","Bepotastine"
"Ganciclovir","Ganciclovir"
"Ustekinumab","Ustekinumab"
"Salicylic Acid;Salicylic Acid","Salicylic Acid"
"Amlodipine Besylate/Telmisartan","Amlodipine;Telmisartan"
"Pazopanib Hydrochloride","Pazopanib"
"Brompheniramine Mal/Codeine Phos/PSE HCl","Brompheniramine;Codeine;Pseudoephedrine"
"Tranexamic Acid","Tranexamic Acid"
"Vit C/Biotin/Ca Pantothenate/Vit B12/Ferrous Fum/F","Ascorbic Acid;Biotin;Pantothenic Acid;Cyanocobalamin;Iron"
"Influenza Virus Vaccine (Subvirion)","Influenza Virus Antigens"
"Flavocoxid/Zinc, Chelated","Flavocoxid;Zinc"
"Vit C/Ferrous Fum/Fe Polysaccharide/Vitamin B3","Ascorbic Acid;Iron;Niacin"
"Tocilizumab","Tocilizumab"
"Ca Cl/Na Bicarb/Na Cl/Na Phos, Dibasic/Na Phos, Mo","Calcium;Sodium;Phosphate"
"Dalfampridine","Dalfampridine"
"Liraglutide","Liraglutide"
"Collagenase, Clostridium histolyticum","Collagenase"
"Ritonavir","Ritonavir"
"Meningococcal Polysaccharide Vac Diphtheria Conj","Meningococcal Polysaccharide Conjugate Vaccine"
"Meningococcal Oligosaccharide Vac Diphtheria Conj","Meningococcal Oligosaccharide Conjugate Vaccine"
"Pneumococcal 13-Valent Vaccine, Diphtheria Conjug","Pneumococcal Conjugate Vaccine"
"Levothyroxine Sodium","Levothyroxine"
"Sargramostim","Sargramostim"
"Treprostinil","Treprostinil"
"Capsaicin;Gel, Multi Ingredient","Capsaicin"
"Miconazole","Miconazole"
"Vit B12/Folic Acid/Heme Iron Polypeptide, Bovine/F","Cyanocobalamin;Folic Acid;Iron"
"Esomeprazole Magnesium/Naproxen","Esomeprazole;Naproxen"
"Vit C/Ca/Cholecalciferol/Cu/Vit B12/Folic Acid/Fe/","Ascorbic Acid;Calcium;Cholecalciferol;Copper;Cyanocobalamin;Folic Acid;Iron"
"Aminolevulinic Acid Hydrochloride","Aminolevulinic Acid"
"Gatifloxacin","Gatifloxacin"
"Acyclovir/Hydrocortisone","Acyclovir;Hydrocortisone"
"Denosumab","Denosumab"
"Dutasteride/Tamsulosin Hydrochloride","Dutasteride;Tamsulosin"
"Dienogest/Estradiol Valerate;Dienogest/Estradiol V","Dienogest;Estradiol"
"Buprenorphine","Buprenorphine"
"amLODIPine besylate/hydroCHLOROthiazide/Olmesartan","Amlodipine;Hydrochlorothiazide;Olmesartan"
"Formoterol Fumarate/Mometasone Furoate","Formoterol;Mometasone"
"Vit C/Biotin/Boron/Ca/Ca Pantothenate/Chloride/Cho","Ascorbic Acid;Biotin;Boron;Calcium;Pantothenic Acid;Chloride;Choline"
"Alcaftadine","Alcaftadine"
"Phenylephrine Hydrochloride/Pyrilamine Maleate","Phenylephrine;Pyrilamine"
"Pegloticase","Pegloticase"
"Dextromethorphan Hydrobromide","Dextromethorphan"
"Fingolimod Hydrochloride","Fingolimod"
"Hyaluronate Sodium/Urea","Hyaluronic Acid;Urea"
"Vit C/Ferrous Fum/Folic Acid/Fe Polysaccharide/Vit","Ascorbic Acid;Iron;Folic Acid"
"Calcium/Cholecalciferol/Sodium","Calcium;Cholecalciferol;Sodium"
"Dabigatran Etexilate Mesylate","Dabigatran"
"Docetaxel","Docetaxel"
"Levomefolate Ca/Methylcobalamin/Pyridoxal Phos","Levomefolic Acid;Methylvitamin B12;Pyridoxal Phosphate"
"Levomefolate Calcium","Levomefolate"
"Lurasidone Hydrochloride","Lurasidone"
"Ceftaroline Fosamil","Ceftaroline"
"Dextromethorphan Hydrobromide/Quinidine Sulfate","Dextromethorphan;Quinidine"
"Metformin Hydrochloride/Saxagliptin Hydrochloride","Metformin;Saxagliptin"
"Vit C/Biotin/Ca Pantothenate/Cholecalciferol/Folic","Ascorbic Acid;Biotin;Pantothenic Acid;Cholecalciferol;Folic Acid"
"diphenhydrAMINE hydrochloride;HC;Nystatin;Tetracyc","Diphenhydramine;Hydrocortisone;Nystatin;Tetracycline"
"Etravirine","Etravirine"
"Spinosad","Spinosad"
"Hyoscyamine Sulf/Methenamine/Methylene Blue/Na Pho","Hyoscyamine;Methenamine;Methylene Blue;Phosphate"
"Resveratrol","Resveratrol"
"Azilsartan Medoxomil","Azilsartan"
"Roflumilast","Roflumilast"
"Gabapentin Enacarbil","Gabapentin"
"Vandetanib","Vandetanib"
"Famotidine/Ibuprofen","Famotidine;Ibuprofen"
"Abiraterone Acetate","Abiraterone"
"Linagliptin","Linagliptin"
"Aloe/Policosanol;HC Ace/Pramoxine HCl;Medical Food","Aloe;Policosanol;Hydrocortisone;Pramoxine"
"Rilpivirine Hydrochloride","Rilpivirine"
"Vilazodone Hydrochloride","Vilazodone"
"Rivaroxaban","Rivaroxaban"
"Fidaxomicin","Fidaxomicin"
"Vit C/Biotin/Boron/Ca/Chloride/Cholecalciferol/Cr/","Ascorbic Acid;Biotin;Boron;Calcium;Chloride;Cholecalciferol;Chromium"
"Neostigmine Methylsulfate","Neostigmine"
"Cough/Cold Combination","Multiple Active Ingredients"
"Belatacept","Belatacept"
"Indacaterol Maleate","Indacaterol"
"Dextrose/Levofloxacin","Dextrose;Levofloxacin"
"Ezogabine","Ezogabine"
"Ticagrelor","Ticagrelor"
"Acetylcysteine/Levomefolate Ca/Methylcobalamin","Acetylcysteine;Levomefolic Acid;Methylvitamin B12"
"Emtricitabine/Rilpivirine Hydrochloride/Tenofovir","Emtricitabine;Rilpivirine;Tenofovir"
"Vemurafenib","Vemurafenib"
"Icatibant Acetate","Icatibant"
"Crizotinib","Crizotinib"
"Cholecalciferol/Vit B12/Docosahexaenoic Acid/Eicos","Cholecalciferol;Cyanocobalamin;Docosahexaenoic Acid;Eicosapentaenoic Acid"
"Codeine Phos/Dexbrompheniramine Maleate/PSE HCl","Codeine;Dexbrompheniramine;Pseudoephedrine"
"Ruxolitinib Phosphate","Ruxolitinib"
"Gabapentin;Gabapentin","Gabapentin"
"Al Hydroxide/Mg Hydroxide/Simethicone;Diphenhydram","Aluminum;Magnesium Hydroxide;Simethicone;Diphenhydramine"
"Vit B12/Vitamin B3/Vit B5/Vit B6/Vit B2/Vit B1","Cyanocobalamin;Niacin;Pantothenic Acid;Pyridoxine;Riboflavin;Thiamine"
"Chlorcyclizine HCl/PSE HCl","Chlorcyclizine;Pseudoephedrine"
"Azilsartan Medoxomil/Chlorthalidone","Azilsartan;Chlorthalidone"
"Ingenol Mebutate","Ingenol"
"Cream, Multi Ingredient;Gel, Multi Ingredient","Multiple Active Ingredients"
"Axitinib","Axitinib"
"Vismodegib","Vismodegib"
"Linagliptin/Metformin Hydrochloride","Linagliptin;Metformin"
"Sennosides","Sennosides"
"Tafluprost","Tafluprost"
"Anthralin","Anthralin"
"Sodium Chloride/Vancomycin Hydrochloride","Sodium;Vancomycin"
"Bifidobacterium infantis","Bifidobacterium Infantis"
"Vilazodone HCl;Vilazodone HCl;Vilazodone HCl","Vilazodone"
"Avanafil","Avanafil"
"Azelastine Hydrochloride/Fluticasone Propionate","Azelastine;Fluticasone"
"Amoxicillin;Clarithromycin;Omeprazole","Amoxicillin;Clarithromycin;Omeprazole"
"Oxacillin Sodium","Oxacillin"
"Ascorbic Acid/Cyanocobalamin/Folic Acid/Iron","Ascorbic Acid;Cyanocobalamin;Folic Acid;Iron"
"Capsaicin/Menthol","Capsaicin;Menthol"
"Lorcaserin Hydrochloride","Lorcaserin"
"Mirabegron","Mirabegron"
"Butylated Hydroxytoluene/C30-45 Alkyl Cetearyl Dim","Butylated Hydroxytoluene;C30-45 Alkyl Cetearyl Dimethicone Crosspolymer"
"Phentermine Hydrochloride/Topiramate","Phentermine;Topiramate"
"Citric Acid/Magnesium Oxide/Sodium Picosulfate","Citric Acid;Magnesium Oxide;Picosulfate"
"Aclidinium Bromide","Aclidinium"
"Diosmin/Mg Hydroxide/K Cl/K Hydroxide","Diosmin;Magnesium Hydroxide;Potassium Chloride;Potassium"
"Icosapent Ethyl","Eicosapentaenoic Acid"
"Cobicistat/Elvitegravir/Emtricitabine/Tenofovir Di","Cobicistat;Elvitegravir;Emtricitabine;Tenofovir"
"Enzalutamide","Enzalutamide"
"Linaclotide","Linaclotide"
"Bosutinib","Bosutinib"
"Teriflunomide","Teriflunomide"
"Omega-3 Fatty Acids","Omega-3 Fatty Acids"
"Regorafenib","Regorafenib"
"Perampanel","Perampanel"
"Copper/Folic Acid/Niacin/Zinc","Copper;Folic Acid;Niacin;Zinc"
"Vit C/Biotin/Vit B12/DSS/Folic Acid/Fe","Ascorbic Acid;Biotin;Cyanocobalamin;Docusate;Folic Acid;Iron"
"Magnesium Sulfate/Potassium Sulfate/Sodium Sulfate","Magnesium Sulfate;Potassium Sulfate;Sulfate"
"Tofacitinib Citrate","Tofacitinib"
"Darunavir Ethanolate","Darunavir"
"Sulfacetamide Na/Sulfur;Cleanser and Moisturizer","Sulfacetamide;Sulfur"
"Fluocinolone Acetonide;Cream, Multi Ingredient","Fluocinolone"
"Apixaban","Apixaban"
"Capsaicin/Lidocaine/Menthol/Methyl Salicylate","Capsaicin;Lidocaine;Menthol;Methyl Salicylate"
"Influenza Virus Vaccine Recombinant","Influenza Virus Recombinant Vaccine"
"Oxyquinoline Sulfate/Sodium Lauryl Sulfate","Oxyquinoline;Sodium Lauryl Sulfate"
"Alogliptin Benzoate","Alogliptin"
"Alogliptin Benzoate/Metformin Hydrochloride","Alogliptin;Metformin"
"Alogliptin Benzoate/Pioglitazone Hydrochloride","Alogliptin;Pioglitazone"
"Ubiquinol","Ubiquinol"
"Cyanocobalamin/Levomefolate Calcium/Pyridoxine","Cyanocobalamin;Levomefolate;Pyridoxine"
"Pomalidomide","Pomalidomide"
"Ospemifene","Ospemifene"
"L-Methylfolate/Schizochytrium","Folate;Schizochytrium"
"L-Methylfolate/Methylcobalamin/Pyridoxal Phos/Schizochytrium","Folate;Methylvitamin B12;Pyridoxal Phosphate;Schizochytrium"
"Insulin Degludec","Insulin Degludec"
"Electrolytes and Minerals;PEG Electrolyte Lavage S","Electrolytes;Polyethylene Glycol"
"Dimethyl Fumarate","Dimethyl Fumarate"
"Dimethyl Fumarate;Dimethyl Fumarate","Dimethyl Fumarate"
"Canagliflozin","Canagliflozin"
"Bromfenac Sodium","Bromfenac"
"Vit B Complex","Vitamin B Complex"
"Acetylcysteine/Levomefolate Ca/Methylcobalamin/Sch","Acetylcysteine;Levomefolate;Methylvitamin B12;Schizochytrium"
"Levomefolate Calcium/Schizochytrium","Levomefolate;Schizochytrium"
"Memantine HCl;Memantine HCl;Memantine HCl;Memantine HCl","Memantine"
"Brimonidine Tartrate/Brinzolamide","Brimonidine;Brinzolamide"
"Lidocaine/Menthol","Lidocaine;Menthol"
"Leptospermum Honey","Leptospermum Honey"
"Fluticasone Furoate/Vilanterol Trifenatate","Fluticasone;Vilanterol"
"Erlotinib Hydrochloride","Erlotinib"
"Dabrafenib Mesylate","Dabrafenib"
"Trametinib Dimethyl Sulfoxide","Trametinib"
"Influenza Virus Vaccine, Inactivated","Influenza Virus Vaccine"
"Desvenlafaxine","Desvenlafaxine"
"Afatinib Dimaleate","Afatinib"
"Tbo-Filgrastim","Filgrastim"
"Levomilnacipran Hydrochloride","Levomilnacipran"
"Ferric Carboxymaltose","Ferric Carboxymaltose"
"Immune Globulin Bovine","Immune Globulin"
"Acamprosate Calcium","Acamprosate"
"Dolutegravir Sodium","Dolutegravir"
"Esomeprazole Strontium","Esomeprazole"
"Mechlorethamine Hydrochloride","Mechlorethamine"
"Vortioxetine Hydrobromide","Vortioxetine"
"Bazedoxifene Acetate/Conjugated Estrogens","Bazedoxifene;Conjugated Estrogens"
"Mifepristone","Mifepristone"
"Riociguat","Riociguat"
"Methotrexate","Methotrexate"
"Macitentan","Macitentan"
"Diclofenac","Diclofenac"
"Hydrocodone Bitartrate","Hydrocodone"
"Doxylamine Succinate/Phenylephrine Hydrochloride","Doxylamine;Phenylephrine"
"Ibrutinib","Ibrutinib"
"Hydrocortisone Acetate/Iodoquinol","Hydrocortisone;Iodoquinol"
"Eslicarbazepine Acetate","Eslicarbazepine"
"Meningococcal Vaccine, Group B","Meningococcal Vaccine"
"Luliconazole","Luliconazole"
"Simeprevir","Simeprevir"
"Sofosbuvir","Sofosbuvir"
"Sucroferric Oxyhydroxide","Ferric Oxyhydroxide"
"Clioquinol/Hydrocortisone;Gel, Multi Ingredient","Clioquinol;Hydrocortisone"
"Vit C/Biotin/Cu Oxide/Vit B12/DSS/Folic Acid/Fe","Ascorbic Acid;Biotin;Cupric Oxide;Cyanocobalamin;Docusate;Folic Acid;Iron"
"Umeclidinium Bromide/Vilanterol Trifenatate","Umeclidinium;Vilanterol"
"Dapagliflozin Propanediol","Dapagliflozin"
"Glatiramer Acetate","Glatiramer"
"Tasimelteon","Tasimelteon"
"Droxidopa","Droxidopa"
"Ca Phos, Tribasic/Cholecalciferol/Dicalcium Malate","Calcium;Cholecalciferol"
"Vit C/Cu/Folic Acid/Mg/Niacinamide/Vit B6/Thioctic","Ascorbic Acid;Copper;Folic Acid;Magnesium;Niacinamide;Pyridoxine;Alpha-Lipoic Acid"
"Vancomycin HCl;Solution, Multi Ingredient","Vancomycin"
"Apremilast","Apremilast"
"Apremilast;Apremilast;Apremilast","Apremilast"
"Albiglutide","Albiglutide"
"Cyclobenzaprine HCl;Cream, Multi Ingredient","Cyclobenzaprine"
"Ketoprofen;Cream, Multi Ingredient","Ketoprofen"
"Umeclidinium","Umeclidinium"
"Vorapaxar","Vorapaxar"
"Canagliflozin/Metformin Hydrochloride","Canagliflozin;Metformin"
"Vedolizumab","Vedolizumab"
"Dalbavancin","Dalbavancin"
"Efinaconazole","Efinaconazole"
"Buprenorphine/Naloxone","Buprenorphine;Naloxone"
"Tedizolid Phosphate","Tedizolid"
"Methoxsalen","Methoxsalen"
"Empagliflozin","Empagliflozin"
"Insulin Human Inhaled","Human Insulin"
"Tavaborole","Tavaborole"
"Brompheniramine Mal/Codeine Phos/Phenyleph HCl","Brompheniramine;Codeine;Phenylephrine"
"Idelalisib","Idelalisib"
"Forskohlii/HC Ace/Lido HCl","Forskolin;Hydrocortisone;Lidocaine"
"Olodaterol","Olodaterol"
"Suvorexant","Suvorexant"
"Peginterferon Beta-1a","Interferon Beta-1a"
"Abacavir/Dolutegravir/Lamivudine","Abacavir;Dolutegravir;Lamivudine"
"Ferric Citrate","Iron"
"Bupropion Hydrochloride/Naltrexone Hydrochloride","Bupropion;Naltrexone"
"Naloxegol","Naloxegol"
"Dulaglutide","Dulaglutide"
"Pegvisomant","Pegvisomant"
"Peginterferon Beta-1a;Peginterferon Beta-1a","Interferon Beta-1a"
"Ledipasvir/Sofosbuvir","Ledipasvir;Sofosbuvir"
"Netupitant/Palonosetron","Netupitant;Palonosetron"
"Rivaroxaban;Rivaroxaban","Rivaroxaban"
"Nintedanib","Nintedanib"
"Pirfenidone","Pirfenidone"
"Codeine Phos/Dexchlorpheniramine Mal/Phenyleph HCl","Codeine;Dexchlorpheniramine;Phenylephrine"
"Vit C/Vit B12/DSS/Folic Acid/Fe/Succinic Acid/Zinc","Ascorbic Acid;Cyanocobalamin;Docusate;Folic Acid;Iron;Succinic Acid;Zinc"
"Dapagliflozin Propanediol/Metformin Hydrochloride","Dapagliflozin;Metformin"
"Insulin Degludec/Liraglutide","Insulin Degludec;Liraglutide"
"Cobicistat/Darunavir","Cobicistat;Darunavir"
"Olaparib","Olaparib"
"Dasabuvir;Ombitasvir/Paritaprevir/Ritonavir","Dasabuvir;Ombitasvir;Paritaprevir;Ritonavir"
"Cyanocobalamin/Salcaprozate Sodium","Cyanocobalamin;Salcaprozate"
"Edoxaban","Edoxaban"
"Secukinumab","Secukinumab"
"Amlodipine/Perindopril Arginine","Amlodipine;Perindopril"
"Pembrolizumab","Pembrolizumab"
"Empagliflozin/Linagliptin","Empagliflozin;Linagliptin"
"Palbociclib","Palbociclib"
"Amphetamine Sulfate","Amphetamine"
"Lenvatinib","Lenvatinib"
"Lenvatinib;Lenvatinib","Lenvatinib"
"Avibactam/Ceftazidime","Avibactam;Ceftazidime"
"Vit C/Ascorbyl Palmitate/Bioflavonoid/Biotin/Ca As","Ascorbic Acid;Ascorbyl Palmitate;Bioflavonoids;Biotin;Calcium"
"Isavuconazonium Sulfate","Isavuconazole"
"Vit C/Ascorbyl Palmitate/Bioflavonoid/Ca Ascorbate","Ascorbic Acid;Ascorbyl Palmitate;Bioflavonoids;Calcium"
"Lidocaine/Menthol/Methyl Salicylate","Lidocaine;Menthol;Methyl Salicylate"
"Filgrastim-sndz","Filgrastim"
"Safinamide","Safinamide"
"Ivabradine","Ivabradine"
"Lactobacillus rhamnosus GG","Lactobacillus Rhamnosus Gg"
"Ascorbic Acid/Inulin/Lactobacillus rhamnosus GG","Ascorbic Acid;Inulin;Lactobacillus Rhamnosus Gg"
"Olodaterol/Tiotropium Bromide","Olodaterol;Tiotropium"
"Castor Oil/Peru Balsam","Castor Oil;Peru Balsam"
"Eluxadoline","Eluxadoline"
"Sacubitril/Valsartan","Sacubitrilat;Valsartan"
"Brexpiprazole","Brexpiprazole"
"p-Phenolsulfonic Acid/Sulfuric Acid","Phenolsulfonic Acid;Sulfuric Acid"
"Alirocumab","Alirocumab"
"Sonidegib","Sonidegib"
"Daclatasvir","Daclatasvir"
"Capsaicin;Diclofenac Sodium","Capsaicin;Diclofenac"
"Evolocumab","Evolocumab"
"Lidocaine;Prilocaine;Cream Base","Lidocaine;Prilocaine"
"Empagliflozin/Metformin Hydrochloride","Empagliflozin;Metformin"
"Rolapitant","Rolapitant"
"Cariprazine","Cariprazine"
"Tipiracil/Trifluridine","Tipiracil;Trifluridine"
"Cholecalciferol/Folic Acid","Cholecalciferol;Folic Acid"
"Vilazodone Hydrochloride;Vilazodone Hydrochloride","Vilazodone"
"Polyureaurethane","Polyureaurethane"
"K Phos, Monobasic/Na Phos, Dibasic/Na Phos, Monoba","Potassium Phosphate;Phosphate"
"Colloidal Sulfur/Sulfacetamide Sodium","Sulfur;Sulfacetamide"
"Patiromer","Patiromer"
"Glycopyrrolate/Indacaterol","Glycopyrrolate;Indacaterol"
"Mepolizumab","Mepolizumab"
"Cobicistat/Elvitegravir/Emtricitabine/Tenofovir Al","Cobicistat;Elvitegravir;Emtricitabine;Tenofovir"
"Cobimetinib","Cobimetinib"
"Osimertinib","Osimertinib"
"Daratumumab","Daratumumab"
"Ixazomib","Ixazomib"
"Influenza Virus Vaccine, Adjuvanted","Influenza Virus Vaccine"
"Alectinib","Alectinib"
"Selexipag","Selexipag"
"Lesinurad","Lesinurad"
"Selexipag;Selexipag","Selexipag"
"Chlorhexidine Gluconate;Dimethicone;Mupirocin","Chlorhexidine;Dimethicone;Mupirocin"
"Dofetilide","Dofetilide"
"Bicarbonates/Calcium/Chloride/Phosphate/Sodium","Bicarbonate;Calcium;Chloride;Phosphate;Sodium"
"Elbasvir/Grazoprevir","Elbasvir;Grazoprevir"
"Brivaracetam","Brivaracetam"
"Barium Sulfate","Barium Sulfate"
"Emtricitabine/Rilpivirine/Tenofovir Alafenamide","Emtricitabine;Rilpivirine;Tenofovir"
"Chlophedianol HCl/Dexbrompheniramine Maleate","Chlophedianol;Dexbrompheniramine"
"Vit C/Biotin/Vit B12/Folic Acid/Fe/Lactobacillus c","Ascorbic Acid;Biotin;Cyanocobalamin;Folic Acid;Iron;Lactobacillus"
"Ixekizumab","Ixekizumab"
"Amphetamine","Amphetamine"
"Emtricitabine/Tenofovir Alafenamide","Emtricitabine;Tenofovir"
"Infliximab-dyyb","Infliximab"
"Venetoclax","Venetoclax"
"Venetoclax;Venetoclax;Venetoclax","Venetoclax"
"Cholecalciferol/Vitamin E","Cholecalciferol;Vitamin E"
"Glucosamine Sulfate Potassium","Glucosamine"
"Emollient","Emollient"
"Cabozantinib Malate","Cabozantinib"
"Formoterol Fumarate/Glycopyrrolate","Formoterol;Glycopyrrolate"
"Oxycodone","Oxycodone"
"Pimavanserin","Pimavanserin"
"Diclofenac Na;Lido/Prilocaine;raNITIdine hydrochlo","Diclofenac;Lidocaine;Prilocaine;Ranitidine"
"Ciprofloxacin Hydrochloride/Fluocinolone Acetonide","Ciprofloxacin;Fluocinolone"
"Haemophilus B Conjugate Vaccine/Tetanus Toxoid","Haemophilus B Vaccine;Tetanus Toxoid"
"Calcifediol","Calcifediol"
"Sofosbuvir/Velpatasvir","Sofosbuvir;Velpatasvir"
"Opicapone","Opicapone"
"Lifitegrast","Lifitegrast"
"Docusate Sodium/Sennosides","Docusate;Sennosides"
"5-Methyltetrahydrofolic Acid/Vit B12/Glucosamine H","5-Methyltetrahydrofolic Acid;Cyanocobalamin;Glucosamine"
"Guaifenesin/Phenylephrine Hydrochloride","Guaifenesin;Phenylephrine"
"Aspirin/Omeprazole","Acetylsalicylic Acid;Omeprazole"
"Vit C/Ca Pantothenate/Cu/Vit B12/Folic Acid/Fe/Mg/","Ascorbic Acid;Calcium Pantothenate;Copper;Cyanocobalamin;Folic Acid;Iron;Magnesium"
"Donepezil Hydrochloride/Memantine Hydrochloride","Donepezil;Memantine"
"Benzoyl Peroxide;Erythromycin","Benzoyl Peroxide;Erythromycin"
"Levothyroxine Sodium/Liothyronine Sodium","Levothyroxine;Liothyronine"
"Donepezil HCl/Memantine HCl;Donepezil HCl/Memantin","Donepezil;Memantine"
"Tenofovir Alafenamide","Tenofovir"
"Prasterone","Prasterone"
"Insulin Glargine, Recombinant/Lixisenatide","Insulin;Lixisenatide"
"Budesonide, Micronized","Budesonide"
"Crisaborole","Crisaborole"
"Rucaparib","Rucaparib"
"Vit C/Vit B12/Ferrous Asparto Glycinate/Folic Acid","Ascorbic Acid;Cyanocobalamin;Iron;Folic Acid"
"Oxymetazoline Hydrochloride","Oxymetazoline"
"Plecanatide","Plecanatide"
"Brodalumab","Brodalumab"
"Dapagliflozin/sAXagliptin","Dapagliflozin;Saxagliptin"
"Ribociclib","Ribociclib"
"Naldemedine","Naldemedine"
"Niraparib","Niraparib"
"Dupilumab","Dupilumab"
"Vit C/Cholecalciferol/Coenzyme Q10/Vit B12/Disodiu","Ascorbic Acid;Cholecalciferol;Coenzyme Q10;Cyanocobalamin"
"Deutetrabenazine","Deutetrabenazine"
"Sarilumab","Sarilumab"
"Valbenazine","Valbenazine"
"Baricitinib","Baricitinib"
"Hypochlorous Acid","Hypochlorous Acid"
"Abaloparatide","Abaloparatide"
"Edaravone","Edaravone"
"Guselkumab","Guselkumab"
"Pitavastatin","Pitavastatin"
