"GENNME","Active_Ingredients"
"Fluocinolone Acetonide/Hydroquinone/Tretinoin","Fluocinolone;Hydroquinone;Tretinoin"
"Pegfilgrastim","Pegfilgrastim"
"Calcium/Chloride/Magnesium","Calcium;Chloride;Magnesium"
"Pamidronate Disodium","Pamidronate"
"Fulvestrant","Fulvestrant"
"Olmesartan Medoxomil","Olmesartan"
"Frovatriptan Succinate","Frovatriptan"
"Risedronate Sodium","Risedronate"
"Tegaserod Maleate","Tegaserod"
"Aluminum Hydroxide","Aluminum"
"Fenofibrate, Micronized","Fenofibrate"
"Voriconazole","Voriconazole"
"Ascorbic Acid/Sodium Fluoride/Vitamin A/Vitamin D","Ascorbic Acid;Fluoride;Retinol;Cholecalciferol"
"Oxaliplatin","Oxaliplatin"
"Escitalopram Oxalate","Escitalopram"
"Ziprasidone Mesylate","Ziprasidone"
"Sodium Oxybate","Oxybate"
"Insulin Aspart Protamine/Insulin Aspart","Insulin Aspart"
"Hyoscyamine Sulf/Methenamine/Methylene Blue/Phenyl","Hyoscyamine;Methenamine;Methylene Blue"
"Benzocaine/Docusate Sodium","Benzocaine;Docusate"
"Dutasteride","Dutasteride"
"Glipizide/Metformin Hydrochloride","Glipizide;Metformin"
"Hyaluronate Sodium","Hyaluronic Acid"
"Graftskin","Graftskin"
"Ezetimibe","Ezetimibe"
"Aripiprazole","Aripiprazole"
"Ethinyl Estradiol/Levonorgestrel;Placebo","Ethinyl Estradiol;Levonorgestrel"
"Desogestrel/Ethinyl Estradiol;Placebo","Desogestrel;Ethinyl Estradiol"
"Ethinyl Estradiol/Norethindrone Ace;Ferrous Fum","Ethinyl Estradiol;Norethindrone;Ferrous"
"Ethinyl Estradiol/Norgestrel;Placebo","Ethinyl Estradiol;Norgestrel"
"Ethinyl Estradiol/Norgestimate;Placebo","Ethinyl Estradiol;Norgestimate"
"Ethinyl Estradiol/Norethindrone;Placebo","Ethinyl Estradiol;Norethindrone"
"Ethinyl Estradiol/Norethindrone;Ethinyl Estradiol/","Ethinyl Estradiol;Norethindrone"
"Atomoxetine Hydrochloride","Atomoxetine"
"Nicotine;Nicotine;Nicotine","Nicotine"
"Teriparatide","Teriparatide"
"Ciprofloxacin/Ciprofloxacin Hydrochloride","Ciprofloxacin"
"Cu Sulf/Vit B12/Ferrous Fum/Folic Acid/Mg Sulf/Man","Copper;Cyanocobalamin;Ferrous;Folic Acid;Magnesium;Manganese"
"Adalimumab","Adalimumab"
"Prednicarbate","Prednicarbate"
"Hydrocortisone Acetate/Lidocaine Hydrochloride","Hydrocortisone;Lidocaine"
"Budesonide, Micronized","Budesonide"
"Progesterone, Micronized","Progesterone"
"Testosterone, Micronized","Testosterone"
"Testosterone Propionate, Micronized","Testosterone"
"Hydrocortisone, Micronized","Hydrocortisone"
"Eletriptan Hydrobromide","Eletriptan"
"Mineral Oil/Petrolatum, White","Mineral Oil;Petrolatum"
"Desogestrel/Ethinyl Estradiol;Ethinyl Estradiol;Pl","Desogestrel;Ethinyl Estradiol"
"Estradiol, Micronized","Estradiol"
"Dehydroepiandrosterone, Micronized","Dehydroepiandrosterone"
"Codeine Phos/guaiFENesin/PSE HCl","Codeine;Guaifenesin;Pseudoephedrine"
"Miconazole Nitrate;Miconazole Nitrate","Miconazole"
"Progesterone, Wettable","Progesterone"
"Tiotropium Bromide","Tiotropium"
"Cefazolin Sodium/Dextrose","Cefazolin;Dextrose"
"Aprepitant","Aprepitant"
"Aprepitant;Aprepitant","Aprepitant"
"Pegvisomant","Pegvisomant"
"Buprenorphine Hydrochloride","Buprenorphine"
"Zoledronic Acid","Zoledronic Acid"
"Eplerenone","Eplerenone"
"Oxybutynin","Oxybutynin"
"Ethinyl Estradiol/Norgestimate;Ethinyl Estradiol/N","Ethinyl Estradiol;Norgestimate"
"Mineral Oil/Petrolatum/Phenyleph HCl/Shark Liver O","Mineral Oil;Petrolatum;Phenylephrine"
"Desogestrel/Ethinyl Estradiol;Desogestrel/Ethinyl","Desogestrel;Ethinyl Estradiol"
"Carbinoxamine Maleate","Carbinoxamine"
"Imatinib Mesylate","Imatinib"
"Chlorpheniramine Mal/DM Hydrobrom/Phenyleph HCl","Chlorpheniramine;Dextromethorphan;Phenylephrine"
"Omalizumab","Omalizumab"
"Levothyroxine Sodium","Levothyroxine"
"Atazanavir Sulfate","Atazanavir"
"Emtricitabine","Emtricitabine"
"PEG-400/Propylene Glycol","Peg-400;Propylene Glycol"
"Hydrochlorothiazide/Olmesartan Medoxomil","Hydrochlorothiazide;Olmesartan"
"Carbidopa/Entacapone/Levodopa","Carbidopa;Entacapone;Levodopa"
"Palonosetron Hydrochloride","Palonosetron"
"Ciprofloxacin Hydrochloride/Dexamethasone","Ciprofloxacin;Dexamethasone"
"Ethinyl Estradiol/Etonogestrel","Ethinyl Estradiol;Etonogestrel"
"Rosuvastatin Calcium","Rosuvastatin"
"Estriol, Micronized","Estriol"
"Diazepam;Lubricant","Diazepam"
"Estradiol Acetate","Estradiol"
"Alfuzosin Hydrochloride","Alfuzosin"
"Daptomycin","Daptomycin"
"Cellulose, Microcrystalline","Cellulose"
"Vit C/Cu/Lutein/Se/Vit A/Vit E/Zinc","Ascorbic Acid;Copper;Lutein;Selenium;Vitamin A;Vitamin E;Zinc"
"Psyllium Husk","Psyllium Husk"
"Bifidobacterium Bifidum/Lactobacillus Acidophilus/","Bifidobacterium Bifidum;Lactobacillus Acidophilus"
"Memantine Hydrochloride","Memantine"
"Memantine Hydrochloride;Memantine Hydrochloride","Memantine"
"Stevia Extract","Stevia Extract"
"Epinastine Hydrochloride","Epinastine"
"Tadalafil","Tadalafil"
"Ascorbic Acid/Copper/Vitamin A/Vitamin E/Zinc","Ascorbic Acid;Copper;Vitamin A;Vitamin E;Zinc"
"Estradiol/Levonorgestrel","Estradiol;Levonorgestrel"
"Fluoxetine Hydrochloride/Olanzapine","Fluoxetine;Olanzapine"
"Paroxetine Mesylate","Paroxetine"
"Peginterferon Alfa-2A","Interferon Alfa-2a"
"Sertaconazole Nitrate","Sertaconazole"
"Cyclosporine, Modified","Cyclosporine"
"Pemetrexed","Pemetrexed"
"Petrolatum, Hydrophilic","Petrolatum"
"Peginterferon Alfa-2B","Interferon Alfa-2b"
"Cetuximab","Cetuximab"
"Ethinyl Estradiol/Ethynodiol Diacetate;Placebo","Ethinyl Estradiol;Ethynodiol"
"Amoxicillin;Clarithromycin;Lansoprazole","Amoxicillin;Clarithromycin;Lansoprazole"
"Dextran 70/Hypromellose","Dextran 70;Hypromellose"
"Bevacizumab","Bevacizumab"
"Bifidobacterium/Lactobacillus Acidophilus/Lactobac","Bifidobacterium;Lactobacillus Acidophilus;Lactobacillus"
"Amlodipine Besylate/Atorvastatin Calcium","Amlodipine;Atorvastatin"
"Cinacalcet Hydrochloride","Cinacalcet"
"Hyaluronic Acid","Hyaluronic Acid"
"Silver","Silver"
"Saccharomyces Boulardii","Saccharomyces Boulardii"
"Mycophenolate Sodium","Mycophenolate"
"Caprylic/Capric/Myristic/Stearic Triglyceride","Caprylic Acid;Capric Acid;Myristic Triglyceride;Stearic Acid"
"Nelfinavir Mesylate","Nelfinavir"
"Acesulfame Potassium","Acesulfame"
"Naltrexone","Naltrexone"
"Apomorphine Hydrochloride","Apomorphine"
"Diphtheria Toxoid, Adsorbed/Pertussis Vac, Acellul","Diphtheria Toxoid;Pertussis Vaccine"
"Perflutren Protein Type A Microsphere","Perflutren Protein Type A Microsphere"
"Chloride/Potassium/Sodium","Chloride;Potassium;Sodium"
"Lactobacillus Acidophilus/Pectin, Citrus","Lactobacillus Acidophilus;Pectin"
"Trospium Chloride","Trospium"
"Polyethylene Glycol 3350","Polyethylene Glycol 3350"
"Rifaximin","Rifaximin"
"Ezetimibe/Simvastatin","Ezetimibe;Simvastatin"
"Emtricitabine/Tenofovir Disoproxil Fumarate","Emtricitabine;Tenofovir"
"Abacavir Sulfate/Lamivudine","Abacavir;Lamivudine"
"Vit C/Biotin/Vit B12/Folic Acid/Niacinamide/Vit B5","Ascorbic Acid;Biotin;Cobalamin;Folic Acid;Niacinamide;Pantothenic Acid"
"Duloxetine Hydrochloride","Duloxetine"
"Nitazoxanide","Nitazoxanide"
"Fludrocortisone Acetate, Micronized","Fludrocortisone"
"Acamprosate Calcium","Acamprosate"
"Beclomethasone Dipropionate","Beclomethasone"
"Coenzyme Q10/Vitamin E","Coenzyme Q10;Tocopherol"
"Histrelin Acetate","Histrelin"
"Lanthanum Carbonate","Lanthanum Carbonate"
"Natalizumab","Natalizumab"
"Vit C/Biotin/Ca Pantothenate/Folic Acid/Methylcoba","Ascorbic Acid;Biotin;Pantothenic Acid;Folic Acid;Methylvitamin B12"
"Solifenacin Succinate","Solifenacin"
"Gadobenate Dimeglumine","Gadobenate"
"Eszopiclone","Eszopiclone"
"Darifenacin Hydrobromide","Darifenacin"
"Loteprednol Etabonate/Tobramycin","Loteprednol;Tobramycin"
"Yellow Fever Vaccine","Yellow Fever Vaccine"
"Hyaluronidase","Hyaluronidase"
"Paclitaxel Protein-Bound","Paclitaxel"
"Lamotrigine;Lamotrigine","Lamotrigine"
"Omega-3-Acid Ethyl Esters","Omega-3-Acid Ethyl Esters"
"Levalbuterol Tartrate","Levalbuterol"
"Entecavir","Entecavir"
"Ibandronate Sodium","Ibandronate"
"Exenatide","Exenatide"
"Interferon Beta-1a;Interferon Beta-1a","Interferon Beta-1a"
"Palivizumab","Palivizumab"
"Hydroxocobalamin","Hydroxocobalamin"
"Pregabalin","Pregabalin"
"Tigecycline","Tigecycline"
"Ramelteon","Ramelteon"
"Chlorpheniramine Mal/Phenyleph HCl","Chlorpheniramine;Phenylephrine"
"Hydralazine Hydrochloride/Isosorbide Dinitrate","Hydralazine;Isosorbide"
"Calcium/Magnesium/Vitamin D","Calcium;Magnesium;Cholecalciferol"
"Nepafenac","Nepafenac"
"Typhoid Vaccine, Live","Typhoid Vaccine Live"
"Metformin Hydrochloride/Pioglitazone Hydrochloride","Metformin;Pioglitazone"
"Deferasirox","Deferasirox"
"Azithromycin","Azithromycin"
"Abatacept","Abatacept"
"Lenalidomide","Lenalidomide"
"Insulin Detemir","Insulin"
"Pneumococcal Vaccine Polyvalent","Pneumococcal Vaccine Polyvalent"
"Lactobacillus Acidophilus/Lactobacillus Bulgaricus","Lactobacillus Acidophilus;Lactobacillus Bulgaricus"
"Sunitinib Malate","Sunitinib"
"Ranolazine","Ranolazine"
"Betamethasone Dipropionate/Calcipotriene","Betamethasone;Calcipotriol"
"Desloratadine/Pseudoephedrine Sulfate","Desloratadine;Pseudoephedrine"
"Miconazole Nitrate/Petrolatum, White/Zinc Oxide","Miconazole;Zinc Oxide"
"Sodium Bicarbonate/Sodium Chloride","Sodium"
"Omeprazole/Sodium Bicarbonate","Omeprazole;Sodium"
"Ribavirin;Ribavirin","Ribavirin"
"Senna Leaf Extract","Senna"
"Hyaluronidase Human, Recombinant","Hyaluronidase"
"Methylphenidate","Methylphenidate"
"Lithium","Lithium"
"Decitabine","Decitabine"
"Alglucosidase Alfa","Alglucosidase"
"Aspirin/Oxycodone Hydrochloride","Acetylsalicylic Acid;Oxycodone"
"Varenicline","Varenicline"
"Rasagiline","Rasagiline"
"Varenicline;Varenicline","Varenicline"
"Oxymorphone Hydrochloride","Oxymorphone"
"Cefazolin","Cefazolin"
"Dasatinib","Dasatinib"
"Ethinyl Estradiol;Ethinyl Estradiol/Levonorgestrel","Ethinyl Estradiol;Levonorgestrel"
"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fum","Efavirenz;Emtricitabine;Tenofovir"
"Micafungin Sodium","Micafungin"
"Etonogestrel","Etonogestrel"
"Budesonide/Formoterol Fumarate","Budesonide;Formoterol"
"Glimepiride/Pioglitazone Hydrochloride","Glimepiride;Pioglitazone"
"Ca Ascorbate/Calcium Threonate/Vit B12/Folic Acid/","Ascorbic Acid;Calcium;Cobalamin;Folic Acid"
"Ca Ascorbate/Calcium Threonate/Vit B12/Fe/Stomach,","Ascorbic Acid;Calcium;Cobalamin;Iron"
"Ascorbic Acid/Iron/Succinic Acid","Ascorbic Acid;Iron;Succinic Acid"
"APAP/guaiFENesin/Phenyleph HCl","Acetaminophen;Guaifenesin;Phenylephrine"
"Lanolin/Petrolatum","Lanolin;Petrolatum"
"Arformoterol Tartrate","Arformoterol"
"Sitagliptin Phosphate","Sitagliptin"
"Sennosides","Sennosides"
"Guaifenesin/Phenylephrine Hydrochloride","Guaifenesin;Phenylephrine"
"Brompheniramine Mal/Phenyleph HCl","Brompheniramine;Phenylephrine"
"Polyethylene Glycol 3350/K Cl/Na Cl/Na Sulf;Vit C/","Polyethylene Glycol;Potassium Chloride;Sodium;Sodium Sulfate;Ascorbic Acid"
"Carvedilol Phosphate","Carvedilol"
"Ciclesonide","Ciclesonide"
"DM Hydrobrom/guaiFENesin/Phenyleph HCl","Dextromethorphan;Guaifenesin;Phenylephrine"
"Clindamycin Phosphate/Tretinoin","Clindamycin;Tretinoin"
"Sinecatechins","Sinecatechins"
"Brompheniramine Mal/DM Hydrobrom/Phenyleph HCl","Brompheniramine;Dextromethorphan;Phenylephrine"
"Calcium/Cholecalciferol","Calcium;Cholecalciferol"
"Paliperidone","Paliperidone"
"Lubiprostone","Lubiprostone"
"Oxytocin","Oxytocin"
"Polyethylene Glycol 3350/K Cl/Na Bicarb/Na Cl","Polyethylene Glycol;Potassium Chloride;Sodium"
"PEG Electrolyte Lavage Solution","Polyethylene Glycol;Electrolytes"
"Vit C/Biotin/Ca/Cr/Cu/Vit B12/Folic Acid/Lycopene/","Ascorbic Acid;Biotin;Calcium;Chromium;Copper;Cobalamin;Folic Acid;Lycopene"
"Vit C/Chondroitin Sulfate Sodium/Glucosamine Sulf/","Ascorbic Acid;Chondroitin;Glucosamine"
"Cu/Vit B12/Ferrous Fum/Folic Acid/Fe Polysaccharid","Copper;Cobalamin;Iron;Folic Acid;Iron"
"Drospirenone/Ethinyl Estradiol;Placebo","Drospirenone;Ethinyl Estradiol"
"Lisdexamfetamine Dimesylate","Lisdexamfetamine"
"Aliskiren","Aliskiren"
"Lapatinib Ditosylate","Lapatinib"
"Metformin Hydrochloride/Sitagliptin Phosphate","Metformin;Sitagliptin"
"Dextran 70/Glycerin/Hypromellose","Dextran;Glycerin;Hypromellose"
"Fluticasone Furoate","Fluticasone"
"Bi Subcitrate K/Metronidazole/Tetracycline HCl","Potassium Bicarbonate;Metronidazole;Tetracycline"
"Vit C/Ca/Cu/Lutein/Mn/Vit B2/Se/Vit A/Vit E/Zeaxan","Ascorbic Acid;Calcium;Copper;Lutein;Manganese;Riboflavin;Selenium;Vitamin A;Vitamin E;Zeaxanthin"
"Rotigotine","Rotigotine"
"Levocetirizine Dihydrochloride","Levocetirizine"
"Armodafinil","Armodafinil"
"Ambrisentan","Ambrisentan"
"Colestipol Hydrochloride, Micronized","Colestipol"
"Amlodipine Besylate/Valsartan","Amlodipine;Valsartan"
"Orlistat","Orlistat"
"Vit C/Cu/Vit B12/Folic Acid/Fe/Mg/Vitamin B3/Vit B","Ascorbic Acid;Copper;Cyanocobalamin;Folic Acid;Iron;Magnesium;Niacin;Vitamin B Complex"
"Rivastigmine","Rivastigmine"
"Maraviroc","Maraviroc"
"Pertussis Vac, Acellular/Reduced Diphtheria Toxoid","Pertussis Vaccine;Diphtheria Toxoid"
"Thrombin, Bovine","Thrombin"
"Carboxymethylcellulose Sodium/Hypromellose","Carboxymethylcellulose;Hypromellose"
"Dexrazoxane Hydrochloride","Dexrazoxane"
"Antipyrine/Benzocaine/Glycerin","Antipyrine;Benzocaine;Glycerin"
"Amlodipine Besylate/Olmesartan Medoxomil","Amlodipine;Olmesartan"
"Influenza Virus Vaccine","Influenza Vaccine"
"Vit C/Biotin/Cholecalciferol/Vit B12/Folic Acid/Ni","Ascorbic Acid;Biotin;Cholecalciferol;Cyanocobalamin;Folic Acid;Niacin"
"Citric Acid/Potassium Bicarbonate","Citric Acid;Potassium Bicarbonate"
"Raltegravir Potassium","Raltegravir"
"Sevelamer Carbonate","Sevelamer"
"Brimonidine Tartrate/Timolol Maleate","Brimonidine;Timolol"
"Anidulafungin","Anidulafungin"
"Ethinyl Estradiol/Norethindrone Ace;Ethinyl Estrad","Ethinyl Estradiol;Norethindrone"
"Diclofenac Epolamine","Diclofenac"
"Sapropterin Dihydrochloride","Sapropterin"
"Nebivolol Hydrochloride","Nebivolol"
"Pramlintide Acetate","Pramlintide"
"Mineral Oil, Light","Mineral Oil"
"Salicylic Acid;Cleanser","Salicylic Acid"
"Thrombin Human, Recombinant","Thrombin"
"Etravirine","Etravirine"
"Aliskiren/Hydrochlorothiazide","Aliskiren;Hydrochlorothiazide"
"Vit C/Cu/Lutein/Omega-3 Fatty Acids/Vit E/Zinc","Ascorbic Acid;Copper;Lutein;Omega-3 Fatty Acids;Tocopherol;Zinc"
"Pyridoxal Phosphate","Pyridoxal Phosphate"
"Sodium Phosphate, Monobasic","Phosphate"
"Niacin/Simvastatin","Niacin;Simvastatin"
"Desvenlafaxine Succinate","Desvenlafaxine"
"Regadenoson","Regadenoson"
"Naproxen Sodium/Sumatriptan Succinate","Naproxen;Sumatriptan"
"Prilocaine","Prilocaine"
"Benzocaine/Dextromethorphan Hydrobromide","Benzocaine;Dextromethorphan"
"Methylnaltrexone Bromide","Naltrexone"
"Vit C/Vit B12/DSS/Folic Acid/Fe","Ascorbic Acid;Cyanocobalamin;Docusate;Folic Acid;Iron"
"Bifidobacterium breve/Bifidobacterium infantis/Bif","Bifidobacterium Breve;Bifidobacterium Infantis"
"Carboxymethylcellulose Sodium/Glycerin","Carboxymethylcellulose;Glycerin"
"Darunavir Ethanolate","Darunavir"
"Difluprednate","Difluprednate"
"Tranilast","Tranilast"
"Insulin Glulisine","Insulin Glulisine"
"Vit C/Vit B12/Folic Acid/Vitamin B3/Vit B5/Vit B6/","Ascorbic Acid;Cyanocobalamin;Folic Acid;Niacin;Pantothenic Acid;Pyridoxine"
"Vit C/Biotin/Vit B12/Folic Acid/Vitamin B3/Vit B5/","Ascorbic Acid;Biotin;Cyanocobalamin;Folic Acid;Niacin;Pantothenic Acid"
"Gadoxetate Disodium","Gadoxetate"
"Omega-3 Fatty Acids;Vit C/Ca/Cu/Vit B12/Folic Acid","Omega-3 Fatty Acids;Ascorbic Acid;Calcium;Copper;Cyanocobalamin;Folic Acid"
"Vit C/Biotin/Boron/Ca/Chloride/Cr/Cu/Vit B12/Folic","Ascorbic Acid;Biotin;Boron;Calcium;Chloride;Chromium;Copper;Cyanocobalamin;Folic Acid"
"Tetrabenazine","Tetrabenazine"
"Romiplostim","Romiplostim"
"Vit C/Biotin/Cu/Vit B12/DSS/Folic Acid/Fe/Vit E","Ascorbic Acid;Biotin;Copper;Cyanocobalamin;Docusate;Folic Acid;Iron;Tocopherol"
"Granisetron","Granisetron"
"Silica Gel, Micronized","Silica"
"Codeine Phosphate/Pyrilamine Maleate","Codeine;Pyrilamine"
"Opium","Opium"
"Lacosamide","Lacosamide"
"Fesoterodine Fumarate","Fesoterodine"
"Silodosin","Silodosin"
"Rufinamide","Rufinamide"
"Eltrombopag Olamine","Eltrombopag"
"Plerixafor","Plerixafor"
"Fenofibric Acid","Fenofibric Acid"
"Degarelix Acetate","Degarelix"
"Wheat Dextrin","Wheat Dextrin"
"Adapalene/Benzoyl Peroxide","Adapalene;Benzoyl Peroxide"
"Dexlansoprazole","Dexlansoprazole"
"Omeprazole Magnesium","Omeprazole"
"Milnacipran Hydrochloride","Milnacipran"
"Fosphenytoin Sodium","Fosphenytoin"
"Febuxostat","Febuxostat"
"Psyllium Seed","Psyllium"
"Everolimus","Everolimus"
"Alpha Carotene/Vit C/Beta Carotene/Biotin/Cholecal","Alpha Carotene;Ascorbic Acid;Beta Carotene;Biotin;Cholecalciferol"
"Milnacipran Hydrochloride;Milnacipran Hydrochlorid","Milnacipran"
"Golimumab","Golimumab"
"Vit C/Ca/Cholecalciferol/Vit B12/Docosahexaenoic A","Ascorbic Acid;Calcium;Cholecalciferol;Cyanocobalamin;Docosahexaenoic Acid"
"Benzyl Alcohol","Benzyl Alcohol"
"Amylase/Lipase/Protease","Amylase;Lipase;Protease"
"Iloperidone","Iloperidone"
"Amlodipine Besylate/Hydrochlorothiazide/Valsartan","Amlodipine;Hydrochlorothiazide;Valsartan"
"Vit C/Biotin/Boron/Ca/Cholecalciferol/Cr/Cu/Vit B1","Ascorbic Acid;Biotin;Boron;Calcium;Cholecalciferol;Chromium;Copper;Thiamine"
"Tolvaptan","Tolvaptan"
"Certolizumab Pegol","Certolizumab Pegol"
"Besifloxacin Hydrochloride","Besifloxacin"
"Water, Purified","Water"
"Tapentadol Hydrochloride","Tapentadol"
"Boron/Ca/Cu/Mg/Mn/Vit D/Zinc","Boron;Calcium;Copper;Magnesium;Manganese;Cholecalciferol;Zinc"
"Ferumoxytol","Ferumoxytol"
"Dronedarone Hydrochloride","Dronedarone"
"Solution, Multi Ingredient","Magnesium Sulfate;Polyethylene Glycol 3350;Potassium Chloride;Sodium;Sodium Sulfate"
"Prasugrel Hydrochloride","Prasugrel"
"Permethrin;Piperonyl Butoxide/Pyrethrum Ext;Gel, M","Permethrin;Piperonyl Butoxide;Pyrethrum"
"Calcium/Niacin/Phosphorus","Calcium;Niacin;Phosphorus"
"Sorafenib Tosylate","Sorafenib"
"Treprostinil","Treprostinil"
"Saxagliptin Hydrochloride","Saxagliptin"
"Pitavastatin Calcium","Pitavastatin"
"Morphine Sulfate/Naltrexone Hydrochloride","Morphine;Naltrexone"
"Asenapine","Asenapine"
"Paliperidone Palmitate","Paliperidone"
"Lithium Citrate","Lithium"
"Bepotastine Besilate","Bepotastine"
"Ganciclovir","Ganciclovir"
"Ustekinumab","Ustekinumab"
"Lactobacillus rhamnosus GG","Lactobacillus Rhamnosus Gg"
"Amlodipine Besylate/Telmisartan","Amlodipine;Telmisartan"
"Pazopanib Hydrochloride","Pazopanib"
"Fenoprofen Calcium","Fenoprofen"
"Vit C/Ca/Cholecalciferol/Docosahexaenoic Acid/DSS/","Ascorbic Acid;Calcium;Cholecalciferol;Docosahexaenoic Acid"
"Olanzapine Pamoate","Olanzapine"
"Vit C/Biotin/Ca Pantothenate/Vit B12/Ferrous Fum/F","Vitamin C;Biotin;Pantothenic Acid;Vitamin B12;Iron;F"
"Iloperidone;Iloperidone;Iloperidone;Iloperidone","Iloperidone"
"Bendamustine Hydrochloride","Bendamustine"
"Vit C/Biotin/Ca Pantothenate/Cu/Vit B12/Ferrous Fu","Vitamin C;Biotin;Pantothenic Acid;Copper;Vitamin B12;Iron"
"Vit C/Ferrous Fum/Fe Polysaccharide/Vitamin B3","Vitamin C;Iron;Iron Polysaccharide;Niacin"
"Vit C/Biotin/Ca Pantothenate/Cu/Vit B12/Docosahexa","Vitamin C;Biotin;Pantothenic Acid;Copper;Vitamin B12;Docosahexaenoic Acid"
"Dalfampridine","Dalfampridine"
"Liraglutide","Liraglutide"
"Vit C/Biotin/Folic Acid/Vitamin B3/Vit B5/Vit B6/V","Vitamin C;Biotin;Folic Acid;Niacin;Pantothenic Acid;Vitamin B6;V"
"Vit C/Biotin/Cholecalciferol/Folic Acid/Methylcoba","Vitamin C;Biotin;Cholecalciferol;Folic Acid;Methylvitamin B12"
"Meningococcal Polysaccharide Vac Diphtheria Conj","Meningococcal Polysaccharide;Diphtheria Toxoid"
"Meningococcal Oligosaccharide Vac Diphtheria Conj","Meningococcal Oligosaccharide;Diphtheria Toxoid"
"Pneumococcal 13-Valent Vaccine, Diphtheria Conjug","Pneumococcal Conjugate Vaccine;Diphtheria Protein"
"Arginine Hydrochloride","Arginine"
"Lactobacillus Combination","Lactobacillus"
"Syrup, Multi Ingredient","Multi-Ingredient Formulation"
"Esomeprazole Magnesium/Naproxen","Esomeprazole;Naproxen"
"Vit C/Ca/Cholecalciferol/Cu/Vit B12/Folic Acid/Fe/","Vitamin C;Calcium;Cholecalciferol;Copper;Vitamin B12;Folic Acid;Iron"
"Gatifloxacin","Gatifloxacin"
"Denosumab","Denosumab"
"Dutasteride/Tamsulosin Hydrochloride","Dutasteride;Tamsulosin"
"Cabazitaxel","Cabazitaxel"
"Nilotinib Hydrochloride","Nilotinib"
"Vit C/Biotin/Boron/Ca/Chloride/Cholecalciferol/Cr","Vitamin C;Biotin;Boron;Calcium;Chloride;Cholecalciferol;Chromium"
"Buprenorphine","Buprenorphine"
"Petrolatum, White","Petrolatum"
"Docosahexaenoic Acid/Lauric Acid;Vit C/Ca/Cu/Vit B","Docosahexaenoic Acid;Lauric Acid;Vitamin C;Calcium;Copper;Vitamin B"
"amLODIPine besylate/hydroCHLOROthiazide/Olmesartan","Amlodipine;Hydrochlorothiazide;Olmesartan"
"Formoterol Fumarate/Mometasone Furoate","Formoterol;Mometasone"
"Vit C/Biotin/Boron/Ca/Ca Pantothenate/Chloride/Cho","Vitamin C;Biotin;Boron;Calcium;Pantothenic Acid;Chloride;Choline"
"Alcaftadine","Alcaftadine"
"Ulipristal Acetate","Ulipristal"
"Vit C/Biotin/Ca/Cholecalciferol/Cu/Vit B12/Folic A","Vitamin C;Biotin;Calcium;Cholecalciferol;Copper;Vitamin B12;Folic Acid"
"Pegloticase","Pegloticase"
"Fingolimod Hydrochloride","Fingolimod"
"Docosahexaenoic Acid/Eicosapentaenoic Acid/Fish Oi","Docosahexaenoic Acid;Eicosapentaenoic Acid;Fish Oil"
"Vit C/Cholecalciferol/Vit B12/Folic Acid/Vitamin B","Vitamin C;Cholecalciferol;Vitamin B12;Folic Acid;Vitamin B"
"Levomefolate Ca;Estrogen/Progestin/Folate Combinat","Levomefolate;Estrogen;Progestin;Folate"
"Vit B12/Folic Acid/Inositol/Vitamin B3/Vit B5/Vit","Vitamin B12;Folic Acid;Inositol;Niacin;Pantothenic Acid;Vitamin"
"Vit C/Ferrous Fum/Folic Acid/Fe Polysaccharide/Vit","Ascorbic Acid;Ferrous;Folic Acid;Iron"
"Calcium/Cholecalciferol/Sodium","Calcium;Cholecalciferol;Sodium"
"Dabigatran Etexilate Mesylate","Dabigatran"
"Docetaxel","Docetaxel"
"Levomefolate Ca/Methylcobalamin/Pyridoxal Phos","Levomefolate;Methylvitamin B12;Pyridoxal Phosphate"
"Levomefolate Calcium","Levomefolate"
"Lurasidone Hydrochloride","Lurasidone"
"Ceftaroline Fosamil","Ceftaroline"
"Dextromethorphan Hydrobromide/Quinidine Sulfate","Dextromethorphan;Quinidine"
"Metformin Hydrochloride/Saxagliptin Hydrochloride","Metformin;Saxagliptin"
"Tesamorelin Acetate","Tesamorelin"
"Desflurane","Desflurane"
"Fosaprepitant Dimeglumine","Aprepitant"
"Ethinyl Estradiol;Ethinyl Estradiol/Norethindrone","Ethinyl Estradiol;Norethindrone"
"Water, Distilled","Water"
"Spinosad","Spinosad"
"Hyoscyamine Sulf/Methenamine/Methylene Blue/Na Pho","Hyoscyamine;Methenamine;Methylene Blue;Phosphate"
"Hydroxyprogesterone Caproate","Hydroxyprogesterone"
"Norethindrone;Placebo","Norethindrone"
"Vit C/Biotin/Cholecalciferol/Cu/Vit B12/Folic Acid","Ascorbic Acid;Biotin;Cholecalciferol;Copper;Cyanocobalamin;Folic Acid"
"Ca/Cholecalciferol/Docosahexaenoic Acid/DSS/Folic","Calcium;Cholecalciferol;Docosahexaenoic Acid;Docusate;Folic Acid"
"Poloxamer 407","Poloxamer 407"
"Azilsartan Medoxomil","Azilsartan"
"Ethinyl Estradiol/Norelgestromin","Ethinyl Estradiol;Norelgestromin"
"Chloride/Dextrose/Potassium/Sodium/Zinc","Chloride;Dextrose;Potassium;Sodium;Zinc"
"Roflumilast","Roflumilast"
"Pentylene Glycol","Pentylene Glycol"
"Belimumab","Belimumab"
